日期,代號,名稱,外資(張),投信(張),自營(張),三大法人合計
2026-07-28,1454,台富,-16.0,0.0,-14.0,-30.0
2026-07-28,1455,集盛,-27.0,0.0,3.596,-23.404
2026-07-28,1456,怡華,-1.0,0.0,1.0,0.0
2026-07-28,1457,宜進,7.666,0.0,11.666,19.332
2026-07-28,1460,宏遠,-30.721,0.0,-36.721,-67.442
2026-07-28,1463,強盛新,4.0,0.0,6.0,10.0
2026-07-28,1464,得力,62.785,0.0,108.785,171.57
2026-07-28,1465,偉全,9.648,0.0,15.648,25.296
2026-07-28,1466,聚隆,169.0,0.0,171.0,340.0
2026-07-28,1467,南緯,197.523,0.0,119.523,317.046
2026-07-28,1468,昶和,18.0,0.0,30.0,48.0
2026-07-28,1470,大統新創,3.0,0.0,3.0,6.0
2026-07-28,1471,首利,-14.0,0.0,-14.0,-28.0
2026-07-28,1472,三洋實業,0.001,0.0,6.001,6.002000000000001
2026-07-28,1473,台南,11.0,0.0,11.0,22.0
2026-07-28,1474,弘裕,7.0,0.0,5.0,12.0
2026-07-28,1475,業旺,6.0,0.0,10.0,16.0
2026-07-28,1476,儒鴻,105.175,0.0,87.261,192.436
2026-07-28,1477,聚陽,306.558,34.646,399.594,740.798
2026-07-28,1503,士電,-467.827,0.0,-642.437,-1110.264
2026-07-28,1504,東元,-5468.375,117.0,-6058.503,-11409.878
2026-07-28,1506,正道,48.004,0.0,54.004,102.008
2026-07-28,1512,瑞利,0.0,0.0,0.0,0.0
2026-07-28,1513,中興電,-1027.136,0.0,-1439.896,-2467.032
2026-07-28,1514,亞力,-69.381,0.0,-126.203,-195.584
2026-07-28,1515,力山,1152.304,0.0,1144.538,2296.842
2026-07-28,1516,川飛,-8.738,0.0,-4.738,-13.476
2026-07-28,1517,利奇,7.273,0.0,-0.733,6.54
2026-07-28,1519,華城,-173.742,0.0,-222.258,-396.0
2026-07-28,1521,大億,0.0,0.0,6.0,6.0
2026-07-28,1522,堤維西,18.487,0.0,17.917,36.404
2026-07-28,1524,耿鼎,16.0,0.0,38.0,54.0
2026-07-28,1525,江申,1.0,0.0,9.0,10.0
2026-07-28,1526,日馳,-428.427,0.0,-438.147,-866.5740000000001
2026-07-28,1527,鑽全,-55.54,0.0,8.46,-47.08
2026-07-28,1528,恩德,373.0,0.0,372.568,745.568
2026-07-28,1529,樂事綠能,-146.0,0.0,-138.0,-284.0
2026-07-28,1530,亞崴,-30.915,0.0,-5.165,-36.08
2026-07-28,1531,高林股,-74.0,0.0,-52.0,-126.0
2026-07-28,1532,勤美,-23.4,0.0,-22.878,-46.278
2026-07-28,1533,車王電,-38.0,0.0,-66.0,-104.0
2026-07-28,1535,中宇,59.0,0.0,73.0,132.0
2026-07-28,1536,和大,-620.122,0.0,-718.432,-1338.554
2026-07-28,1537,廣隆,19.667,0.0,31.667,51.334
2026-07-28,1538,正峰,-2.0,0.0,-2.0,-4.0
2026-07-28,1539,巨庭,-11.0,0.0,-15.0,-26.0
2026-07-28,1540,喬福,-255.0,0.0,-175.0,-430.0
2026-07-28,1541,錩泰,9.0,0.0,11.0,20.0
2026-07-28,1558,伸興,25.04,0.0,35.04,60.08
2026-07-28,1560,中砂,-426.175,249.76,-510.537,-686.952
2026-07-28,1563,巧新,-97.996,0.0,7.5,-90.496
2026-07-28,1565,精華,-39.0,-40.146,0.0,-40.146
2026-07-28,1568,倉佑,-124.0,0.0,0.38,-123.62
2026-07-28,1569,濱川,151.0,143.407,0.0,143.407
2026-07-28,1570,力肯,-13.0,-13.043,0.0,-13.043
2026-07-28,1580,新麥,7.0,7.648,0.0,7.648
2026-07-28,1582,信錦,-85.673,0.0,-138.423,-224.096
2026-07-28,1583,程泰,-2.0,0.0,14.0,12.0
2026-07-28,1584,精剛,-111.0,-111.492,0.0,-111.492
2026-07-28,1586,和勤,19.151,19.151,0.0,19.151
2026-07-28,1587,吉茂,6.3,0.0,6.298,12.598
2026-07-28,1590,亞德客-KY,177.67,-471.96,195.14,-99.14999999999998
2026-07-28,1591,駿吉-KY,80.15,79.152,0.0,79.152
2026-07-28,1593,祺驊,-11.0,-11.0,0.0,-11.0
2026-07-28,1595,川寶,126.863,122.628,0.0,122.628
2026-07-28,1597,直得,143.445,0.0,11.099,154.54399999999998
2026-07-28,1598,岱宇,165.0,0.0,106.8,271.8
2026-07-28,1599,宏佳騰,0.0,0.0,0.0,0.0
2026-07-28,1603,華電,78.0,0.0,114.0,192.0
2026-07-28,1604,聲寶,288.152,0.0,330.152,618.304
2026-07-28,1605,華新,-11401.758,11.0,-12823.844,-24214.602
2026-07-28,1608,華榮,-600.0,1.0,-644.164,-1243.164
2026-07-28,1609,大亞,-1618.698,1.0,-1780.602,-3398.3
2026-07-28,1611,中電,-337.0,0.0,-335.404,-672.404
2026-07-28,1612,宏泰,-545.0,0.0,-542.262,-1087.262
2026-07-28,1614,三洋電,12.0,0.0,22.0,34.0
2026-07-28,1615,大山,-6.0,0.0,4.0,-2.0
2026-07-28,1616,億泰,240.016,0.0,237.05,477.066
2026-07-28,1617,榮星,-17.556,0.0,35.396,17.84
2026-07-28,1618,合機,-139.607,0.0,-133.907,-273.514
2026-07-28,1623,大東電,6.034,0.0,4.294,10.328
2026-07-28,1626,艾美特-KY,3.0,0.0,5.0,8.0
2026-07-28,1702,南僑,142.113,0.0,154.113,296.226
2026-07-28,1707,葡萄王,14.989,0.0,16.989,31.978
2026-07-28,1708,東鹼,6.038,0.0,-114.686,-108.648
2026-07-28,1709,和益,1678.267,0.0,1938.083,3616.35
2026-07-28,1710,東聯,-307.421,0.0,-421.789,-729.21
2026-07-28,1711,永光,1689.428,0.0,1310.764,3000.192
2026-07-28,1712,興農,246.563,-11.551,269.905,504.917
2026-07-28,1713,國化,-90.0,0.0,-58.0,-148.0
2026-07-28,1714,和桐,2040.686,0.0,2008.888,4049.574
2026-07-28,1717,長興,-4229.944,120.0,-5021.784,-9131.728
2026-07-28,1718,中纖,868.6,0.0,549.882,1418.482
2026-07-28,1720,生達,131.0,0.0,161.0,292.0
2026-07-28,1721,三晃,29.072,0.0,37.072,66.144
2026-07-28,1722,台肥,-500.106,-3.0,-537.198,-1040.304
2026-07-28,1723,中碳,-158.902,0.0,-216.754,-375.656
2026-07-28,1725,元禎,4.0,0.0,6.0,10.0
2026-07-28,1726,永記,13.01,0.0,17.01,30.020000000000003
2026-07-28,1727,中華化,531.734,0.0,528.474,1060.208
2026-07-28,1730,花仙子,-4.0,0.0,-2.0,-6.0
2026-07-28,1731,美吾華,-2.0,0.0,20.0,18.0
2026-07-28,1732,毛寶,-6.3,0.0,-2.3,-8.6
2026-07-28,1733,五鼎,18.602,0.0,32.602,51.20399999999999
2026-07-28,1734,杏輝,-59.462,0.0,56.538,-2.9240000000000066
2026-07-28,1735,日勝化,-19.3,0.0,-64.106,-83.40599999999999
2026-07-28,1736,喬山,-19.476,-20.0,-11.478,-50.954
2026-07-28,1737,臺鹽,66.0,0.0,88.0,154.0
2026-07-28,1752,南光,2.0,0.0,10.0,12.0
2026-07-28,1760,寶齡富錦,-26.0,0.0,-40.0,-66.0
2026-07-28,1762,中化生,58.087,0.0,40.475,98.562
2026-07-28,1773,勝一,-130.15,0.0,-142.114,-272.264
2026-07-28,1776,展宇,-8.0,0.0,12.0,4.0
2026-07-28,1777,生泰,-9.0,-9.0,0.0,-9.0
2026-07-28,1780,立弘,-10.0,-10.0,0.0,-10.0
2026-07-28,1781,合世,-2.0,-2.0,0.0,-2.0
2026-07-28,1783,和康生,-18.0,0.0,-46.0,-64.0
2026-07-28,1784,訊聯,1.021,0.584,0.0,0.584
2026-07-28,1785,光洋科,644.413,669.98,0.0,669.98
2026-07-28,1786,科妍,82.195,0.0,64.059,146.254
2026-07-28,1788,杏昌,5.928,5.905,0.0,5.905
2026-07-28,1789,神隆,-90.086,0.0,-84.986,-175.072
2026-07-28,1795,美時,-464.098,0.0,-583.57,-1047.668
2026-07-28,1796,金穎生技,-2.0,-2.01,0.0,-2.01
2026-07-28,1799,易威,-296.446,-298.059,0.0,-298.059
2026-07-28,1802,台玻,-731.66,1.0,-1038.546,-1769.206
2026-07-28,1805,寶徠,12.0,0.0,12.0,24.0
2026-07-28,1806,冠軍,62.0,0.0,66.0,128.0
2026-07-28,1808,潤隆,107.043,0.0,75.043,182.086
2026-07-28,1809,中釉,300.046,0.0,395.23,695.2760000000001
2026-07-28,1810,和成,425.213,0.0,612.233,1037.446
2026-07-28,1815,富喬,2879.007,2342.05,0.0,2342.05
2026-07-28,1817,凱撒衛,8.059,0.0,16.059,24.118
2026-07-28,1903,士紙,49.0,0.0,49.0,98.0
2026-07-28,1904,正隆,608.362,1.0,576.546,1185.908
2026-07-28,1905,華紙,468.251,0.0,149.039,617.29
2026-07-28,1906,寶隆,2.0,0.0,6.0,8.0
2026-07-28,1907,永豐餘,921.687,2.0,959.687,1883.374
2026-07-28,1909,榮成,780.0,0.0,548.0,1328.0
2026-07-28,2002,中鋼,7059.431,18.0,6890.435,13967.866
2026-07-28,2006,東和鋼鐵,455.589,160.0,475.509,1091.098
2026-07-28,2007,燁興,10.0,0.0,10.0,20.0
2026-07-28,2008,高興昌,0.0,0.0,18.0,18.0
2026-07-28,2009,第一銅,-290.99,0.0,-13.624,-304.61400000000003
2026-07-28,2010,春源,230.486,0.0,366.486,596.972
2026-07-28,2012,春雨,-7.0,0.0,47.0,40.0
2026-07-28,2013,中鋼構,73.0,0.0,-9.456,63.544
2026-07-28,2014,中鴻,66.9,0.0,72.9,139.8
2026-07-28,2015,豐興,285.062,0.0,307.062,592.124
2026-07-28,2017,官田鋼,-82.0,0.0,-84.0,-166.0
2026-07-28,2020,美亞,-53.0,0.0,-43.0,-96.0
2026-07-28,2022,聚亨,-98.262,0.0,-238.262,-336.524
2026-07-28,2023,燁輝,180.836,2.0,770.836,953.672
2026-07-28,2024,志聯,7.0,0.0,7.0,14.0
2026-07-28,2025,千興,39.0,0.0,65.0,104.0
2026-07-28,2027,大成鋼,-871.75,-1864.0,-2597.544,-5333.294
2026-07-28,2028,威致,52.0,0.0,16.0,68.0
2026-07-28,2029,盛餘,39.0,0.0,65.0,104.0
2026-07-28,2030,彰源,-71.806,0.0,-41.806,-113.612
2026-07-28,2031,新光鋼,-183.0,0.0,-378.392,-561.392
2026-07-28,2032,新鋼,-147.028,0.0,-137.028,-284.056
2026-07-28,2033,佳大,-38.0,0.0,-32.0,-70.0
2026-07-28,2034,允強,-536.0,0.0,-570.716,-1106.716
2026-07-28,2038,海光,100.0,0.0,40.0,140.0
2026-07-28,2049,上銀,-220.591,-30.0,-357.013,-607.604
2026-07-28,2059,川湖,-118.981,75.01,-89.247,-133.218
2026-07-28,2061,風青,-46.917,-157.477,0.0,-157.477
2026-07-28,2062,橋椿,-14.0,0.0,-7.904,-21.904
2026-07-28,2063,世鎧,2.0,2.0,0.0,2.0
2026-07-28,2064,晉椿,-1.0,-1.558,0.0,-1.558
2026-07-28,2065,世豐,0.0,0.0,0.0,0.0
2026-07-28,2066,世德,16.0,15.998,0.0,15.998
2026-07-28,2069,運錩,-67.0,0.0,-21.0,-88.0
2026-07-28,2070,精湛,-4.0,-0.533,0.0,-0.533
2026-07-28,2072,世紀風電,112.0,0.0,92.0,204.0
2026-07-28,2101,南港,587.0,0.0,532.074,1119.074
2026-07-28,2102,泰豐,165.156,0.0,183.156,348.312
2026-07-28,2103,台橡,1373.0,0.0,-642.326,730.674
2026-07-28,2104,國際中橡,-3352.026,0.0,-3372.356,-6724.382
2026-07-28,2105,正新,-364.804,4.0,71.278,-289.52599999999995
2026-07-28,2106,建大,581.58,0.0,549.58,1131.16
2026-07-28,2107,厚生,-61.258,0.0,2.742,-58.516000000000005
2026-07-28,2108,南帝,-267.983,0.0,-300.295,-568.278
2026-07-28,2109,華豐,8.0,0.0,20.0,28.0
2026-07-28,2114,鑫永銓,-1.938,0.0,8.062,6.124
2026-07-28,2115,六暉-KY,-5.876,0.0,8.124,2.248
2026-07-28,2201,裕隆,261.0,2.0,102.628,365.628
2026-07-28,2204,中華,39.281,-11.946,26.075,53.41
2026-07-28,2206,三陽工業,158.81,1.0,144.81,304.62
2026-07-28,2207,和泰車,341.444,0.0,339.444,680.888
2026-07-28,2208,台船,-498.615,0.0,-518.615,-1017.23
2026-07-28,2211,長榮鋼,196.254,0.0,116.234,312.488
2026-07-28,2221,大甲,39.97,48.041,0.0,48.041
2026-07-28,2227,裕日車,8.965,0.0,12.965,21.93
2026-07-28,2228,劍麟,8.002,0.0,36.636,44.638000000000005
2026-07-28,2230,泰茂,36.0,35.815,0.0,35.815
2026-07-28,2231,為升,20.091,0.0,-22.495,-2.404
2026-07-28,2233,宇隆,189.93,0.0,161.814,351.744
2026-07-28,2235,謚源,-2.0,-2.0,0.0,-2.0
2026-07-28,2236,百達-KY,-107.722,0.0,-101.722,-209.444
2026-07-28,2239,英利-KY,-4.3,0.0,-2.84,-7.14
2026-07-28,2241,艾姆勒,-150.096,0.0,-136.096,-286.192
2026-07-28,2243,宏旭-KY,68.1,0.0,104.1,172.2
2026-07-28,2247,汎德永業,9.384,-0.997,9.384,17.771
2026-07-28,2248,華勝-KY,-3.525,0.0,-1.525,-5.05
2026-07-28,2250,IKKA-KY,-144.42,0.0,-146.42,-290.84
2026-07-28,2254,巨鎧精密-創,0.0,0.0,6.0,6.0
2026-07-28,2258,鴻華先進-創,247.0,0.0,274.164,521.164
2026-07-28,2301,光寶科,-9364.113,1140.359,-8858.703,-17082.457
2026-07-28,2302,麗正,201.429,0.0,337.427,538.856
2026-07-28,2303,聯電,-5965.155,3341.139,-3049.157,-5673.173
2026-07-28,2305,全友,-546.784,0.0,-394.578,-941.362
2026-07-28,2308,台達電,-5958.854,-38.313,-5520.036,-11517.203
2026-07-28,2312,金寶,-1304.988,0.0,-2668.686,-3973.674
2026-07-28,2313,華通,7221.991,-763.0,5609.879,12068.87
2026-07-28,2314,台揚,-21.0,0.0,-21.0,-42.0
2026-07-28,2316,楠梓電,396.78,10.0,292.148,698.928
2026-07-28,2317,鴻海,-20086.427,1194.233,-16379.365,-35271.559
2026-07-28,2323,中環,-3852.932,0.0,-4099.182,-7952.114
2026-07-28,2324,仁寶,-2757.285,82.0,-4260.259,-6935.544
2026-07-28,2327,國巨*,-953.76,-2376.711,-449.264,-3779.735
2026-07-28,2328,廣宇,-299.722,0.0,-717.558,-1017.28
2026-07-28,2329,華泰,-791.5,0.0,-983.86,-1775.36
2026-07-28,2330,台積電,-14659.332,284.295,-4412.54,-18787.577
2026-07-28,2331,精英,-193.779,0.0,-248.653,-442.432
2026-07-28,2332,友訊,1733.956,0.0,531.236,2265.192
2026-07-28,2337,旺宏,-9391.711,-38.0,-9482.073,-18911.784
2026-07-28,2338,光罩,-410.08,0.0,-528.86,-938.94
2026-07-28,2340,台亞,-453.93,0.0,-616.596,-1070.526
2026-07-28,2342,茂矽,370.682,0.0,516.766,887.448
2026-07-28,2344,華邦電,-18011.34,-2760.433,-15223.16,-35994.933000000005
2026-07-28,2345,智邦,-125.826,48.091,44.128,-33.606999999999985
2026-07-28,2347,聯強,-757.681,480.0,-102.767,-380.448
2026-07-28,2348,海悅,-19.151,0.0,-101.155,-120.306
2026-07-28,2349,錸德,-35.234,0.0,-37.234,-72.468
2026-07-28,2351,順德,2115.809,-250.0,2024.579,3890.388
2026-07-28,2352,佳世達,-298.463,2.0,-620.147,-916.61
2026-07-28,2353,宏碁,-9871.405,49.0,-9876.247,-19698.652
2026-07-28,2354,鴻準,-1781.941,17.0,-1992.701,-3757.642
2026-07-28,2355,敬鵬,163.5,0.0,-122.526,40.974
2026-07-28,2356,英業達,2465.435,59.0,1800.613,4325.048
2026-07-28,2357,華碩,782.38,43.124,1241.148,2066.652
2026-07-28,2359,所羅門,-575.882,0.0,-833.11,-1408.992
2026-07-28,2360,致茂,-447.697,435.068,-243.515,-256.144
2026-07-28,2362,藍天,-30.179,0.0,-49.619,-79.798
2026-07-28,2363,矽統,-776.756,14.0,-1212.818,-1975.574
2026-07-28,2364,倫飛,-3.381,0.0,0.619,-2.762
2026-07-28,2365,昆盈,165.0,0.0,157.96,322.96000000000004
2026-07-28,2367,燿華,1558.366,0.0,1109.398,2667.764
2026-07-28,2368,金像電,1937.364,-1657.937,2015.736,2295.1630000000005
2026-07-28,2369,菱生,-3.849,0.0,-174.603,-178.452
2026-07-28,2371,大同,-148.813,3.0,-893.819,-1039.632
2026-07-28,2373,震旦行,15.0,0.0,25.0,40.0
2026-07-28,2374,佳能,-434.0,0.0,-557.592,-991.592
2026-07-28,2375,凱美,1231.388,0.0,1238.358,2469.746
2026-07-28,2376,技嘉,1054.457,-1761.0,445.867,-260.6759999999999
2026-07-28,2377,微星,420.231,14.0,-271.649,162.582
2026-07-28,2379,瑞昱,-552.594,177.8,-562.182,-936.976
2026-07-28,2380,虹光,1.0,0.0,1.0,2.0
2026-07-28,2382,廣達,2487.994,1397.485,3222.51,7107.9890000000005
2026-07-28,2383,台光電,-12.089,-38.947,91.591,40.55499999999999
2026-07-28,2385,群光,-772.345,10.0,-623.557,-1385.902
2026-07-28,2387,精元,-104.0,-8.005,-44.256,-156.261
2026-07-28,2388,威盛,155.545,18.0,-45.513,128.03199999999998
2026-07-28,2390,云辰,5.0,0.0,-92.892,-87.892
2026-07-28,2392,正崴,-3.0,1.0,-392.31,-394.31
2026-07-28,2393,億光,-720.262,-24.625,-920.686,-1665.573
2026-07-28,2395,研華,-245.47,109.583,-157.022,-292.909
2026-07-28,2397,友通,0.0,0.0,4.0,4.0
2026-07-28,2399,映泰,666.021,0.0,681.059,1347.08
2026-07-28,2401,凌陽,-687.18,11.0,-836.866,-1513.0459999999998
2026-07-28,2402,毅嘉,-35.635,0.0,-178.691,-214.326
2026-07-28,2404,漢唐,308.7,-804.0,170.382,-324.918
2026-07-28,2405,輔信,-520.0,0.0,-460.0,-980.0
2026-07-28,2406,國碩,-1026.729,0.0,-1019.935,-2046.664
2026-07-28,2408,南亞科,-5574.121,-1519.791,-4596.641,-11690.553
2026-07-28,2409,友達,39607.62,102.0,39389.16,79098.78
2026-07-28,2412,中華電,9689.548,63.7,11416.564,21169.812
2026-07-28,2413,環科,184.5,0.0,183.966,368.466
2026-07-28,2414,精技,5.0,0.0,83.0,88.0
2026-07-28,2415,錩新,-13.729,0.0,36.259,22.53
2026-07-28,2417,圓剛,234.757,0.0,232.757,467.514
2026-07-28,2419,仲琦,-109.87,0.0,-151.242,-261.112
2026-07-28,2420,新巨,-172.0,0.0,-148.278,-320.278
2026-07-28,2421,建準,158.196,0.0,118.046,276.242
2026-07-28,2423,固緯,-41.999,0.0,16.001,-25.998
2026-07-28,2424,隴華,-10.0,0.0,-10.0,-20.0
2026-07-28,2425,承啟,159.703,0.0,299.703,459.406
2026-07-28,2426,鼎元,-342.097,0.0,-337.085,-679.182
2026-07-28,2427,三商電,-29.0,0.0,-29.0,-58.0
2026-07-28,2428,興勤,156.0,0.0,142.226,298.226
2026-07-28,2429,銘旺科,174.0,0.0,768.0,942.0
2026-07-28,2430,燦坤,-24.0,0.0,-16.0,-40.0
2026-07-28,2431,聯昌,-11.2,0.0,-13.2,-24.4
2026-07-28,2432,倚天酷碁-創,7.0,0.0,25.0,32.0
2026-07-28,2433,互盛電,2.0,0.0,14.0,16.0
2026-07-28,2434,統懋,8.0,0.0,24.0,32.0
2026-07-28,2436,偉詮電,-526.603,5.0,-581.037,-1102.64
2026-07-28,2438,翔耀,10.0,0.0,66.0,76.0
2026-07-28,2439,美律,-364.0,0.0,-421.746,-785.746
2026-07-28,2440,太空梭,2.52,0.0,-27.48,-24.96
2026-07-28,2441,超豐,717.787,1.0,-549.307,169.48000000000002
2026-07-28,2442,新美齊,84.0,0.0,88.0,172.0
2026-07-28,2444,兆勁,-85.0,0.0,-87.0,-172.0
2026-07-28,2449,京元電子,-10360.845,190.199,-10462.089,-20632.735
2026-07-28,2450,神腦,20.0,0.0,40.0,60.0
2026-07-28,2451,創見,-1590.342,2.0,-1825.03,-3413.3720000000003
2026-07-28,2453,凌群,-139.811,0.0,-55.811,-195.622
2026-07-28,2454,聯發科,-2055.193,-283.444,-2056.361,-4394.998
2026-07-28,2455,全新,736.509,42.0,562.909,1341.418
2026-07-28,2457,飛宏,-1119.194,0.0,-1309.458,-2428.652
2026-07-28,2458,義隆,-87.284,3.0,-151.946,-236.23
2026-07-28,2459,敦吉,-47.3,0.0,-37.3,-84.6
2026-07-28,2460,建通,-46.0,0.0,-46.0,-92.0
2026-07-28,2461,光群雷,9.0,0.0,-89.0,-80.0
2026-07-28,2462,良得電,-107.0,0.0,-106.022,-213.022
2026-07-28,2464,盟立,118.039,0.0,-86.455,31.584000000000003
2026-07-28,2465,麗臺,-71.624,0.0,-31.62,-103.244
2026-07-28,2466,冠西電,24.62,0.0,24.428,49.048
2026-07-28,2467,志聖,-15.439,6.0,343.045,333.606
2026-07-28,2468,華經,-0.9,0.0,-4.9,-5.800000000000001
2026-07-28,2471,資通,-107.314,0.0,-107.314,-214.628
2026-07-28,2472,立隆電,1007.324,96.0,1011.378,2114.702
2026-07-28,2474,可成,-468.838,187.0,-418.342,-700.1800000000001
2026-07-28,2476,鉅祥,-63.038,0.0,-252.54,-315.578
2026-07-28,2477,美隆電,1.0,-3.472,-1.0,-3.472
2026-07-28,2478,大毅,618.927,0.0,634.179,1253.106
2026-07-28,2480,敦陽科,49.786,0.0,71.506,121.292
2026-07-28,2481,強茂,3751.761,-1806.0,3279.521,5225.282
2026-07-28,2482,連宇,-188.0,0.0,-141.694,-329.694
2026-07-28,2483,百容,192.0,0.0,514.0,706.0
2026-07-28,2484,希華,-488.115,0.0,-496.057,-984.172
2026-07-28,2485,兆赫,1086.63,0.0,1166.192,2252.822
2026-07-28,2486,一詮,-771.9,100.0,-1136.76,-1808.66
2026-07-28,2488,漢平,-34.7,0.0,-12.7,-47.400000000000006
2026-07-28,2489,瑞軒,3967.389,-1809.0,3612.397,5770.786
2026-07-28,2491,吉祥全,76.0,0.0,92.0,168.0
2026-07-28,2492,華新科,312.018,9.0,266.728,587.746
